trip_id,pickup_location,drop_location,trip_status,vehicle_type,driver_rating,promo_code_used,wait_time_before_pickup,distance_travelled,fare_amount,passenger_rating,total_passenger,payment_method,duration_time,date,customer_id,passenger_type
TRIP100184,Uttara,Banani,Completed,Microbus,4.2,No,10,11.88,703.48,3.4,1,Cash,48,2024-03-20,CUST1693,Repeated
TRIP100185,Motijheel,Banani,Completed,Car,4.1,Yes,12,5.66,343.66,3.8,2,Card,80,2024-05-09,CUST1396,Repeated
TRIP100186,Motijheel,Mohammadpur,Completed,Car,4.1,No,5,24.15,256.74,4.1,3,Mobile Payment,55,2024-05-14,CUST1657,New
TRIP100187,Banani,Motijheel,Completed,Car,4.2,Yes,16,20.73,218.56,3.8,3,Card,42,2024-05-01,CUST1223,Repeated
TRIP100188,Dhanmondi,Motijheel,Completed,Car,3.3,No,13,3.82,535.81,4.2,1,Mobile Payment,67,2024-03-23,CUST1222,Repeated
TRIP100189,Gulshan,Uttara,Completed,CNG,4.4,Yes,1,20.22,804.4,4.9,2,Cash,87,2024-04-02,CUST1467,Repeated
TRIP100190,Mohammadpur,Motijheel,No-show,Microbus,4.9,No,5,20.31,166.82,5.0,2,Cash,18,2024-03-31,CUST1022,Repeated
TRIP100191,Banani,Mohammadpur,Completed,Car,5.0,No,8,16.75,673.43,4.0,3,Cash,40,2024-05-14,CUST1344,Repeated
TRIP100192,Gulshan,Uttara,Cancelled,Car,3.3,Yes,13,10.09,357.27,4.7,1,Mobile Payment,18,2024-03-10,CUST1583,New
TRIP100193,Mirpur,Uttara,Completed,CNG,3.9,No,5,5.41,464.09,3.5,1,Mobile Payment,5,2024-01-17,CUST1356,Repeated
TRIP100194,Dhanmondi,Banani,Cancelled,CNG,3.9,No,3,7.89,686.74,4.5,1,Mobile Payment,27,2024-04-17,CUST1690,Repeated
TRIP100195,Banani,Mirpur,Completed,Bike,3.4,Yes,11,1.18,395.55,5.0,1,Mobile Payment,38,2024-03-28,CUST1625,Repeated
TRIP100196,Bashundhara,Mirpur,Completed,Microbus,5.0,No,4,8.87,375.8,3.1,2,Mobile Payment,39,2024-01-05,CUST1258,Repeated
TRIP100197,Bashundhara,Banani,Completed,Bike,3.2,Yes,1,21.68,195.1,3.8,2,Card,69,2024-05-05,CUST1168,Repeated
TRIP100198,Mohammadpur,Bashundhara,Cancelled,Car,3.7,No,1,3.04,388.66,3.5,1,Cash,76,2024-05-07,CUST1697,Repeated
TRIP100199,Motijheel,Mohammadpur,Completed,Car,3.6,No,4,14.31,142.85,5.0,1,Cash,27,2024-05-14,CUST1617,Repeated
TRIP100200,Mirpur,Bashundhara,Completed,Car,3.6,Yes,2,11.35,84.68,4.1,1,Mobile Payment,33,2024-05-11,CUST1697,Repeated
TRIP100201,Bashundhara,Mohammadpur,Completed,Car,4.4,Yes,5,9.33,686.82,3.5,1,Mobile Payment,34,2024-04-26,CUST1371,Repeated
TRIP100202,Motijheel,Dhanmondi,Completed,CNG,4.0,No,7,19.57,631.23,3.8,2,Cash,26,2024-06-28,CUST1356,Repeated
TRIP100203,Mohammadpur,Farmgate,Completed,Microbus,4.2,No,8,14.36,59.45,4.1,2,Cash,79,2024-02-26,CUST1372,Repeated
TRIP100204,Dhanmondi,Motijheel,Completed,Microbus,4.4,No,2,9.14,422.27,4.1,3,Card,50,2024-04-03,CUST1468,Repeated
TRIP100205,Farmgate,Motijheel,Completed,CNG,3.8,Yes,12,3.31,55.34,4.0,1,Mobile Payment,40,2024-05-04,CUST1374,Repeated
TRIP100206,Mohammadpur,Gulshan,Completed,Bike,3.6,No,4,9.59,751.41,3.2,1,Mobile Payment,80,2024-05-01,CUST1254,Repeated
TRIP100207,Gulshan,Farmgate,Completed,Microbus,3.1,No,15,21.92,874.26,4.1,1,Mobile Payment,43,2024-06-28,CUST1415,New
TRIP100208,Mirpur,Motijheel,Completed,Bike,4.9,Yes,4,11.93,486.22,3.8,1,Mobile Payment,9,2024-04-23,CUST1673,Repeated
TRIP100209,Mirpur,Mirpur,Cancelled,Microbus,4.1,No,7,17.28,839.27,3.3,1,Card,84,2024-01-16,CUST1213,New
TRIP100210,Bashundhara,Banani,Completed,Car,3.4,Yes,19,13.39,897.39,5.0,1,Cash,18,2024-06-27,CUST1593,Repeated
TRIP100211,Dhanmondi,Gulshan,Completed,Car,3.2,No,12,18.12,506.43,4.6,1,Mobile Payment,63,2024-01-27,CUST1577,Repeated
TRIP100212,Banani,Bashundhara,No-show,Microbus,4.7,Yes,1,9.75,250.39,4.7,1,Mobile Payment,33,2024-02-04,CUST1001,New
TRIP100213,Dhanmondi,Banani,Completed,CNG,4.4,No,11,9.66,685.13,4.5,2,Cash,32,2024-01-14,CUST1312,Repeated
TRIP100214,Motijheel,Gulshan,Completed,Microbus,4.5,No,9,1.94,473.59,4.3,2,Card,25,2024-04-17,CUST1508,Repeated
TRIP100215,Farmgate,Mohammadpur,Completed,CNG,4.4,Yes,9,12.26,616.6,4.5,1,Card,39,2024-01-05,CUST1122,Repeated
TRIP100216,Gulshan,Bashundhara,Completed,Car,3.6,No,14,2.55,921.5,3.3,1,Mobile Payment,49,2024-03-28,CUST1649,Repeated
TRIP100217,Farmgate,Uttara,Completed,Microbus,3.9,Yes,13,21.64,905.1,4.7,1,Mobile Payment,39,2024-03-08,CUST1210,Repeated
TRIP100218,Gulshan,Farmgate,Completed,Microbus,4.9,No,16,9.38,836.82,4.9,2,Cash,85,2024-04-09,CUST1487,New
TRIP100219,Mirpur,Banani,Completed,CNG,3.7,No,10,1.79,451.87,4.8,3,Card,21,2024-03-06,CUST1349,Repeated
TRIP100220,Farmgate,Gulshan,Completed,CNG,4.8,No,17,2.75,223.44,3.9,1,Mobile Payment,70,2024-05-11,CUST1461,New
TRIP100221,Mohammadpur,Gulshan,Cancelled,Bike,4.8,No,10,16.09,301.71,4.8,1,Card,26,2024-01-05,CUST1189,Repeated
TRIP100222,Mirpur,Banani,Completed,Car,3.8,No,3,15.9,714.15,3.3,3,Card,35,2024-06-17,CUST1586,Repeated
TRIP100223,Bashundhara,Mirpur,Completed,Bike,3.1,No,5,4.73,874.12,4.9,2,Mobile Payment,33,2024-04-30,CUST1333,Repeated
TRIP100224,Mirpur,Motijheel,Completed,Bike,3.4,No,7,7.54,510.24,3.6,1,Cash,8,2024-04-02,CUST1160,Repeated
TRIP100225,Farmgate,Bashundhara,Cancelled,Bike,3.4,No,11,9.59,511.68,4.3,1,Mobile Payment,60,2024-05-24,CUST1617,Repeated
TRIP100226,Motijheel,Farmgate,Completed,Car,3.0,No,2,6.75,796.73,4.0,1,Cash,37,2024-01-19,CUST1162,New
TRIP100227,Farmgate,Motijheel,Cancelled,Car,3.9,No,9,18.25,983.9,4.6,1,Mobile Payment,57,2024-03-28,CUST1187,Repeated
TRIP100228,Bashundhara,Gulshan,Completed,Bike,4.7,Yes,6,24.75,862.87,4.8,4,Mobile Payment,30,2024-01-12,CUST1122,Repeated
TRIP100229,Bashundhara,Farmgate,Completed,Microbus,3.7,No,4,23.94,208.74,4.1,1,Mobile Payment,28,2024-06-18,CUST1494,Repeated
TRIP100230,Bashundhara,Motijheel,Cancelled,Microbus,5.0,No,14,5.41,301.27,4.7,1,Mobile Payment,51,2024-05-10,CUST1329,Repeated
TRIP100231,Dhanmondi,Mohammadpur,Completed,CNG,4.4,Yes,3,2.85,909.67,3.5,1,Mobile Payment,34,2024-06-25,CUST1636,New
TRIP100232,Gulshan,Dhanmondi,Completed,Bike,4.8,No,12,23.78,779.89,3.1,1,Cash,55,2024-04-17,CUST1002,Repeated
TRIP100233,Banani,Gulshan,No-show,Microbus,4.0,Yes,6,8.43,556.69,4.3,1,Cash,26,2024-04-14,CUST1617,Repeated
TRIP100234,Dhanmondi,Gulshan,Completed,Bike,3.3,No,1,18.14,922.83,3.5,1,Card,47,2024-06-05,CUST1626,Repeated
TRIP100235,Motijheel,Farmgate,No-show,CNG,3.8,No,3,5.12,975.84,4.6,1,Card,66,2024-01-25,CUST1215,New
TRIP100236,Banani,Dhanmondi,Cancelled,Bike,4.1,Yes,17,12.75,684.3,4.9,3,Cash,24,2024-05-12,CUST1360,New
TRIP100237,Dhanmondi,Farmgate,Completed,Car,3.7,No,9,20.49,56.08,3.5,1,Card,53,2024-06-09,CUST1683,New
TRIP100238,Mirpur,Bashundhara,Completed,Car,4.6,No,5,4.0,372.37,3.4,1,Card,62,2024-01-23,CUST1625,Repeated
TRIP100239,Mirpur,Dhanmondi,Completed,CNG,3.2,No,1,4.97,212.85,4.8,3,Card,41,2024-01-26,CUST1480,New
TRIP100240,Gulshan,Bashundhara,Completed,Microbus,4.0,No,14,19.63,551.42,4.8,1,Mobile Payment,18,2024-05-26,CUST1058,Repeated
TRIP100241,Uttara,Mohammadpur,Cancelled,Microbus,4.9,No,7,16.21,986.69,3.7,1,Cash,44,2024-06-17,CUST1323,Repeated
TRIP100242,Mirpur,Uttara,Completed,CNG,5.0,No,3,15.99,338.94,3.7,1,Cash,59,2024-06-27,CUST1495,New
TRIP100243,Mirpur,Motijheel,Completed,Microbus,3.4,Yes,11,1.98,165.08,4.0,3,Card,74,2024-05-16,CUST1631,Repeated
TRIP100244,Mirpur,Mirpur,Cancelled,Microbus,3.1,No,10,1.13,574.9,3.7,4,Mobile Payment,35,2024-03-20,CUST1158,New
TRIP100245,Motijheel,Banani,Completed,Bike,4.1,No,1,7.44,471.99,3.8,3,Card,25,2024-04-25,CUST1425,Repeated
TRIP100246,Bashundhara,Uttara,Completed,CNG,4.6,No,1,19.39,106.3,5.0,4,Cash,85,2024-05-21,CUST1020,Repeated
TRIP100247,Dhanmondi,Uttara,Completed,Car,4.8,No,11,18.48,945.42,4.9,2,Cash,87,2024-04-17,CUST1192,New
TRIP100248,Bashundhara,Dhanmondi,Completed,Bike,3.6,No,16,16.42,535.57,3.8,1,Mobile Payment,54,2024-02-05,CUST1095,New
TRIP100249,Dhanmondi,Dhanmondi,Cancelled,CNG,4.3,Yes,3,22.62,891.49,4.1,2,Mobile Payment,48,2024-01-01,CUST1410,Repeated
TRIP100250,Banani,Dhanmondi,Completed,Microbus,4.2,Yes,5,20.35,837.51,5.0,2,Cash,57,2024-04-27,CUST1310,Repeated
TRIP100251,Bashundhara,Motijheel,Completed,Car,3.2,No,11,19.07,118.83,4.5,3,Cash,29,2024-01-10,CUST1599,Repeated
TRIP100252,Mohammadpur,Uttara,Completed,Car,5.0,No,5,9.96,278.42,3.3,1,Cash,15,2024-01-24,CUST1673,Repeated
TRIP100253,Mohammadpur,Banani,Completed,CNG,3.0,No,16,1.41,196.7,3.2,1,Mobile Payment,14,2024-03-28,CUST1502,Repeated
TRIP100254,Motijheel,Farmgate,Completed,CNG,4.1,No,17,10.36,169.58,3.1,2,Mobile Payment,31,2024-06-03,CUST1546,Repeated
TRIP100255,Bashundhara,Banani,Completed,CNG,3.2,No,18,18.66,291.07,3.0,3,Card,87,2024-06-26,CUST1414,Repeated
TRIP100256,Bashundhara,Dhanmondi,Cancelled,CNG,4.9,No,7,24.34,123.62,3.1,1,Mobile Payment,88,2024-05-25,CUST1418,Repeated
TRIP100257,Motijheel,Mohammadpur,Cancelled,Bike,4.7,No,7,1.8,124.26,4.2,2,Card,13,2024-01-18,CUST1231,New
TRIP100258,Bashundhara,Banani,Completed,Bike,4.6,No,8,2.65,671.54,3.7,1,Cash,55,2024-03-08,CUST1298,Repeated
TRIP100259,Banani,Motijheel,Completed,CNG,4.4,No,18,1.86,217.26,4.4,1,Card,23,2024-03-01,CUST1246,New
TRIP100260,Uttara,Mohammadpur,Completed,CNG,4.0,No,19,11.99,108.65,3.7,2,Cash,61,2024-03-07,CUST1469,Repeated
TRIP100261,Mohammadpur,Uttara,Completed,Car,3.4,No,11,1.02,608.27,3.3,1,Mobile Payment,41,2024-01-24,CUST1310,Repeated
TRIP100262,Gulshan,Dhanmondi,Completed,Car,3.1,No,13,6.3,134.28,4.8,2,Card,80,2024-03-01,CUST1489,Repeated
TRIP100263,Mirpur,Mirpur,Cancelled,Microbus,3.9,Yes,8,1.94,674.43,3.6,4,Cash,10,2024-06-21,CUST1156,Repeated
TRIP100264,Farmgate,Bashundhara,Completed,Car,4.3,Yes,3,19.68,217.46,4.4,4,Cash,61,2024-01-25,CUST1307,New
TRIP100265,Mohammadpur,Mohammadpur,Completed,Car,4.3,No,1,5.14,800.48,4.8,2,Mobile Payment,20,2024-04-12,CUST1216,Repeated
TRIP100266,Gulshan,Bashundhara,No-show,Microbus,3.8,Yes,3,18.0,655.92,3.9,1,Mobile Payment,56,2024-01-15,CUST1436,New
TRIP100267,Banani,Motijheel,Completed,CNG,3.5,No,6,16.66,647.47,3.2,1,Mobile Payment,66,2024-04-04,CUST1655,New
TRIP100268,Uttara,Farmgate,Completed,Bike,4.1,No,10,6.0,819.78,3.0,2,Mobile Payment,82,2024-03-26,CUST1107,Repeated
TRIP100269,Mirpur,Mirpur,Completed,Car,4.4,No,16,21.61,992.64,3.6,2,Card,41,2024-01-14,CUST1678,New
TRIP100270,Gulshan,Uttara,Cancelled,Bike,4.2,No,1,13.38,444.46,4.7,1,Mobile Payment,68,2024-01-25,CUST1216,Repeated
TRIP100271,Mirpur,Banani,Completed,CNG,3.8,Yes,18,10.87,951.52,4.8,3,Card,51,2024-06-08,CUST1011,New
TRIP100272,Uttara,Mirpur,Completed,Microbus,4.8,No,7,18.5,843.44,4.7,1,Cash,59,2024-04-03,CUST1245,Repeated
TRIP100273,Uttara,Farmgate,Completed,Car,3.6,No,19,18.08,421.77,3.5,1,Card,14,2024-01-13,CUST1131,Repeated
TRIP100274,Bashundhara,Mirpur,Completed,Bike,4.4,No,8,17.99,179.7,4.3,4,Mobile Payment,5,2024-05-14,CUST1304,Repeated
TRIP100275,Farmgate,Mirpur,Completed,Bike,3.3,No,2,13.85,269.2,4.3,2,Mobile Payment,49,2024-05-12,CUST1342,Repeated
TRIP100276,Motijheel,Motijheel,Completed,Microbus,4.2,No,5,3.91,164.89,4.7,1,Card,46,2024-02-17,CUST1178,Repeated
TRIP100277,Uttara,Uttara,No-show,Microbus,4.5,No,15,16.2,560.51,3.4,4,Mobile Payment,30,2024-05-13,CUST1377,Repeated
TRIP100278,Motijheel,Motijheel,Completed,CNG,3.5,No,15,15.93,725.37,4.7,3,Card,44,2024-01-23,CUST1234,New
TRIP100279,Farmgate,Gulshan,Completed,Bike,3.3,No,15,17.95,320.43,3.5,2,Cash,77,2024-03-10,CUST1484,New
TRIP100280,Farmgate,Mohammadpur,Completed,Microbus,3.1,No,4,9.26,775.44,3.7,1,Cash,51,2024-04-11,CUST1471,Repeated
TRIP100281,Uttara,Dhanmondi,Cancelled,Bike,4.7,No,11,4.6,746.13,3.2,1,Card,38,2024-06-13,CUST1574,Repeated
TRIP100282,Dhanmondi,Uttara,Completed,Car,3.0,Yes,4,14.48,996.12,3.0,1,Mobile Payment,68,2024-04-22,CUST1169,Repeated
TRIP100283,Mirpur,Mirpur,Completed,Bike,4.2,No,14,1.38,188.54,4.8,1,Cash,26,2024-04-03,CUST1063,Repeated
TRIP100284,Gulshan,Bashundhara,Completed,Car,3.2,Yes,14,3.58,911.03,4.8,2,Card,84,2024-01-04,CUST1256,Repeated
TRIP100285,Banani,Dhanmondi,Completed,Microbus,3.6,Yes,13,24.9,425.49,4.6,2,Mobile Payment,37,2024-05-08,CUST1330,Repeated
TRIP100286,Bashundhara,Motijheel,Cancelled,Bike,3.7,No,15,10.33,762.4,3.2,3,Mobile Payment,72,2024-04-17,CUST1159,New
TRIP100287,Motijheel,Motijheel,Cancelled,Car,3.8,No,9,8.2,141.22,4.5,2,Cash,39,2024-03-10,CUST1390,New
TRIP100288,Dhanmondi,Mohammadpur,Completed,CNG,4.2,No,13,17.33,265.54,4.0,2,Card,19,2024-05-09,CUST1367,New
TRIP100289,Gulshan,Gulshan,Cancelled,Bike,4.5,Yes,13,2.97,374.65,3.0,1,Cash,58,2024-02-07,CUST1160,Repeated
TRIP100290,Mirpur,Gulshan,Completed,CNG,3.2,No,11,18.88,432.98,3.1,2,Mobile Payment,57,2024-05-13,CUST1410,Repeated
TRIP100291,Farmgate,Gulshan,Cancelled,Car,4.0,Yes,16,4.5,219.35,4.0,1,Cash,86,2024-03-19,CUST1166,New
TRIP100292,Gulshan,Farmgate,Completed,Microbus,4.0,No,12,9.66,167.21,3.8,2,Card,12,2024-01-05,CUST1299,New
TRIP100293,Bashundhara,Farmgate,Completed,CNG,4.6,Yes,2,15.03,668.36,3.8,1,Card,57,2024-03-04,CUST1131,Repeated
TRIP100294,Uttara,Mohammadpur,Completed,Bike,4.0,No,11,24.01,194.55,4.7,2,Card,27,2024-06-28,CUST1380,Repeated
TRIP100295,Motijheel,Gulshan,Completed,Bike,3.7,Yes,3,21.34,292.01,3.7,3,Card,46,2024-01-20,CUST1139,Repeated
TRIP100296,Gulshan,Mirpur,Completed,Car,4.0,Yes,16,3.23,565.99,4.6,1,Mobile Payment,11,2024-04-20,CUST1586,Repeated
TRIP100297,Motijheel,Mirpur,Completed,Bike,3.8,No,3,2.92,390.56,3.5,1,Cash,79,2024-04-27,CUST1313,Repeated
TRIP100298,Motijheel,Banani,Completed,Microbus,4.8,Yes,13,20.35,897.24,4.6,2,Cash,82,2024-02-18,CUST1344,Repeated
TRIP100299,Mirpur,Mirpur,Completed,Bike,4.4,No,8,21.08,915.69,4.4,2,Cash,25,2024-05-22,CUST1416,Repeated
TRIP100300,Farmgate,Mirpur,Completed,CNG,3.3,Yes,12,1.67,828.77,3.3,1,Mobile Payment,52,2024-01-21,CUST1422,Repeated
TRIP100301,Farmgate,Dhanmondi,Completed,Microbus,3.2,Yes,7,19.2,52.24,3.9,1,Card,70,2024-04-08,CUST1062,Repeated
TRIP100302,Mohammadpur,Mohammadpur,Completed,CNG,3.0,No,2,21.61,573.62,4.2,1,Mobile Payment,6,2024-05-17,CUST1393,New
TRIP100303,Gulshan,Uttara,Cancelled,Bike,4.5,No,16,20.09,333.76,3.7,1,Mobile Payment,79,2024-06-07,CUST1201,New
TRIP100304,Mohammadpur,Farmgate,Completed,CNG,3.1,No,8,21.44,857.75,3.8,2,Card,72,2024-02-20,CUST1287,Repeated
TRIP100305,Motijheel,Dhanmondi,Completed,Car,3.2,Yes,14,18.62,516.39,4.0,1,Cash,11,2024-03-15,CUST1164,Repeated
TRIP100306,Motijheel,Mirpur,No-show,CNG,3.6,No,11,13.43,900.71,3.6,2,Card,18,2024-03-25,CUST1526,New
TRIP100307,Dhanmondi,Motijheel,Completed,CNG,4.9,Yes,7,13.46,912.97,3.4,2,Cash,86,2024-06-05,CUST1113,New
TRIP100308,Bashundhara,Gulshan,Completed,Car,4.3,No,19,11.13,102.94,4.1,1,Card,8,2024-05-18,CUST1075,Repeated
TRIP100309,Mohammadpur,Banani,Completed,Car,3.3,No,12,13.06,79.19,3.9,1,Card,43,2024-01-22,CUST1094,Repeated
TRIP100310,Bashundhara,Bashundhara,Completed,CNG,4.6,No,9,15.7,839.85,3.5,4,Mobile Payment,8,2024-02-28,CUST1168,Repeated
TRIP100311,Banani,Uttara,Completed,Car,4.8,No,3,24.7,779.85,3.3,1,Card,79,2024-01-27,CUST1155,New
TRIP100312,Farmgate,Mohammadpur,Completed,Microbus,4.7,No,5,11.64,962.0,4.5,2,Mobile Payment,11,2024-01-25,CUST1121,Repeated
TRIP100313,Mohammadpur,Uttara,Completed,CNG,4.1,No,2,11.98,453.75,4.0,1,Card,37,2024-05-08,CUST1065,Repeated
TRIP100314,Dhanmondi,Motijheel,Completed,Bike,4.5,No,2,5.96,648.97,3.0,2,Mobile Payment,49,2024-06-22,CUST1036,Repeated
TRIP100315,Mohammadpur,Motijheel,Completed,CNG,3.7,No,19,20.72,51.15,3.7,1,Cash,52,2024-02-04,CUST1168,Repeated
TRIP100316,Gulshan,Farmgate,Completed,Car,5.0,No,4,14.34,258.76,4.9,1,Cash,33,2024-05-14,CUST1305,New
TRIP100317,Mirpur,Farmgate,Cancelled,Bike,3.8,Yes,3,16.26,596.13,4.6,1,Card,43,2024-05-11,CUST1014,New
TRIP100318,Bashundhara,Bashundhara,No-show,Microbus,3.3,No,2,22.2,77.46,4.1,1,Card,81,2024-05-12,CUST1604,Repeated
TRIP100319,Dhanmondi,Mohammadpur,Completed,Car,3.5,No,4,13.33,484.68,3.7,1,Mobile Payment,82,2024-04-21,CUST1178,Repeated
TRIP100320,Uttara,Mohammadpur,Completed,Microbus,4.6,No,14,3.94,746.3,3.5,2,Mobile Payment,5,2024-03-31,CUST1239,Repeated
TRIP100321,Farmgate,Motijheel,Completed,Microbus,4.4,No,15,15.28,150.04,3.5,1,Card,25,2024-01-07,CUST1582,Repeated
TRIP100322,Mirpur,Banani,Completed,Car,4.3,No,8,20.44,678.48,3.2,3,Cash,59,2024-02-13,CUST1114,Repeated
TRIP100323,Bashundhara,Motijheel,Completed,Microbus,3.1,No,14,4.93,344.05,3.3,2,Card,66,2024-06-24,CUST1533,Repeated
TRIP100324,Farmgate,Gulshan,Completed,CNG,4.2,No,5,23.61,540.65,4.9,4,Mobile Payment,66,2024-04-10,CUST1392,Repeated
TRIP100325,Dhanmondi,Mirpur,Completed,Microbus,3.5,No,15,22.8,877.77,4.4,2,Cash,38,2024-03-27,CUST1056,Repeated
TRIP100326,Bashundhara,Gulshan,Completed,Car,5.0,Yes,4,10.54,468.83,4.5,2,Cash,23,2024-02-18,CUST1069,New
TRIP100327,Motijheel,Bashundhara,Completed,Car,3.9,Yes,12,7.76,55.5,4.4,2,Cash,73,2024-03-12,CUST1408,New
TRIP100328,Mirpur,Uttara,Completed,CNG,3.4,No,2,17.09,117.85,4.0,3,Mobile Payment,52,2024-02-14,CUST1609,Repeated
TRIP100329,Mirpur,Mohammadpur,Cancelled,CNG,4.5,No,15,7.81,755.86,3.9,1,Cash,66,2024-05-14,CUST1029,New
TRIP100330,Mohammadpur,Uttara,Completed,CNG,3.2,No,4,14.47,341.69,4.5,1,Mobile Payment,23,2024-04-23,CUST1089,Repeated
TRIP100331,Uttara,Gulshan,Cancelled,Car,3.2,No,1,16.19,953.05,3.4,2,Mobile Payment,49,2024-03-12,CUST1178,Repeated
TRIP100332,Motijheel,Mirpur,Completed,CNG,3.7,No,8,22.63,477.37,4.2,2,Mobile Payment,5,2024-06-14,CUST1037,Repeated
TRIP100333,Mohammadpur,Mohammadpur,Completed,Car,3.2,No,16,10.35,789.83,4.5,3,Mobile Payment,36,2024-05-09,CUST1024,Repeated
TRIP100334,Farmgate,Mirpur,No-show,Car,4.4,Yes,14,21.89,631.28,3.5,1,Card,48,2024-03-16,CUST1189,Repeated
TRIP100335,Bashundhara,Gulshan,Completed,Car,3.5,No,10,21.28,125.65,3.5,1,Mobile Payment,69,2024-01-16,CUST1443,New
TRIP100336,Dhanmondi,Dhanmondi,Cancelled,Bike,4.3,No,12,23.98,729.02,3.9,2,Cash,35,2024-02-06,CUST1146,Repeated
TRIP100337,Farmgate,Mirpur,Completed,CNG,4.2,No,14,12.06,211.14,4.4,1,Cash,67,2024-06-17,CUST1100,New
TRIP100338,Uttara,Mirpur,Completed,Car,4.2,No,9,13.9,453.87,3.9,2,Card,75,2024-06-02,CUST1081,Repeated
TRIP100339,Farmgate,Mirpur,Cancelled,Microbus,4.4,No,18,23.22,550.14,3.3,1,Card,16,2024-05-11,CUST1240,Repeated
TRIP100340,Motijheel,Mohammadpur,Completed,Car,3.1,No,13,12.98,954.31,4.6,1,Mobile Payment,7,2024-05-24,CUST1153,Repeated
TRIP100341,Farmgate,Gulshan,Completed,Bike,4.2,No,6,9.6,450.52,4.0,3,Cash,71,2024-03-10,CUST1587,Repeated
TRIP100342,Dhanmondi,Banani,Completed,Car,3.7,Yes,1,5.17,789.15,4.6,2,Mobile Payment,85,2024-06-23,CUST1462,New
TRIP100343,Motijheel,Banani,Completed,Microbus,3.3,Yes,16,21.32,534.46,4.1,1,Cash,39,2024-05-28,CUST1143,Repeated
TRIP100344,Farmgate,Mohammadpur,Completed,Bike,4.4,Yes,3,13.44,897.89,3.4,2,Card,37,2024-03-08,CUST1656,New
TRIP100345,Mirpur,Farmgate,Completed,CNG,3.7,No,17,23.87,442.99,3.2,1,Card,44,2024-02-02,CUST1104,Repeated
TRIP100346,Bashundhara,Mohammadpur,Cancelled,CNG,4.5,No,1,3.63,539.3,4.1,1,Card,34,2024-05-21,CUST1374,Repeated
TRIP100347,Mirpur,Mohammadpur,Completed,Car,4.8,Yes,2,2.82,334.16,3.1,4,Card,59,2024-05-02,CUST1169,Repeated
TRIP100348,Gulshan,Uttara,Completed,Car,4.3,No,19,14.14,924.99,4.0,3,Card,15,2024-04-02,CUST1157,Repeated
TRIP100349,Gulshan,Gulshan,Completed,Car,3.4,No,5,22.59,170.49,3.8,1,Card,53,2024-01-20,CUST1040,Repeated
TRIP100350,Uttara,Dhanmondi,No-show,Car,3.7,No,15,10.82,703.26,4.3,1,Card,27,2024-02-24,CUST1682,Repeated
TRIP100351,Farmgate,Uttara,Completed,CNG,4.3,No,12,20.23,462.4,3.3,2,Card,89,2024-04-06,CUST1409,New
TRIP100352,Banani,Uttara,Completed,Bike,3.1,No,16,9.76,412.92,4.4,1,Card,71,2024-02-29,CUST1440,Repeated
TRIP100353,Uttara,Gulshan,No-show,Microbus,3.4,No,7,4.66,313.86,4.4,1,Card,47,2024-02-23,CUST1494,Repeated
TRIP100354,Farmgate,Banani,Cancelled,CNG,4.8,No,14,6.37,950.78,5.0,1,Cash,62,2024-05-12,CUST1508,Repeated
TRIP100355,Farmgate,Dhanmondi,No-show,Car,4.3,No,12,5.48,725.83,4.6,4,Mobile Payment,42,2024-05-22,CUST1146,Repeated
TRIP100356,Mirpur,Uttara,Cancelled,Microbus,4.8,No,4,8.05,491.18,4.7,3,Mobile Payment,62,2024-04-06,CUST1621,Repeated
TRIP100357,Mohammadpur,Uttara,Completed,CNG,5.0,No,18,4.48,717.46,3.1,2,Mobile Payment,79,2024-05-13,CUST1002,Repeated
TRIP100358,Mohammadpur,Banani,Cancelled,CNG,4.5,No,15,11.65,493.29,4.8,1,Card,14,2024-06-10,CUST1627,Repeated
TRIP100359,Bashundhara,Gulshan,Completed,Car,3.1,No,15,17.23,750.72,4.1,1,Cash,60,2024-02-28,CUST1117,Repeated
TRIP100360,Farmgate,Mohammadpur,Completed,Microbus,3.6,Yes,18,12.8,647.59,4.2,1,Cash,63,2024-02-10,CUST1661,Repeated
TRIP100361,Uttara,Mirpur,Completed,CNG,4.7,No,3,4.76,260.75,5.0,1,Card,35,2024-01-16,CUST1143,Repeated
TRIP100362,Farmgate,Gulshan,Completed,Car,3.6,No,15,20.31,100.99,3.3,1,Cash,77,2024-01-07,CUST1123,Repeated
TRIP100363,Motijheel,Bashundhara,Completed,Car,3.5,Yes,17,5.78,472.08,4.8,1,Card,59,2024-04-16,CUST1359,New
TRIP100364,Farmgate,Farmgate,Completed,CNG,4.5,No,8,6.39,887.83,3.6,1,Card,22,2024-06-09,CUST1070,New
TRIP100365,Mirpur,Mirpur,No-show,Microbus,4.3,Yes,16,2.21,375.66,3.9,3,Card,58,2024-05-27,CUST1313,Repeated
TRIP100366,Bashundhara,Dhanmondi,Completed,CNG,4.3,No,16,4.25,659.65,4.1,1,Card,44,2024-05-19,CUST1085,New
TRIP100367,Motijheel,Motijheel,Completed,CNG,3.2,Yes,12,4.58,316.37,4.3,1,Cash,32,2024-04-28,CUST1446,Repeated
TRIP100368,Dhanmondi,Gulshan,Completed,CNG,4.0,No,10,8.45,242.12,4.4,1,Mobile Payment,61,2024-03-21,CUST1491,Repeated
TRIP100369,Motijheel,Mirpur,Cancelled,Microbus,3.9,No,16,17.89,467.96,3.7,1,Card,79,2024-04-24,CUST1341,Repeated
